year,state,candidate,party,writein,candidate_votes,total_votes
2016,ARIZONA,"DE LA FUENTE, ROQUE """"ROCKY""""",OTHER,TRUE,29,2573165
2016,ARIZONA,"TITTLE, SHEILA """"SAMM""""",OTHER,TRUE,12,2573165
2016,ARKANSAS,"TRUMP, DONALD J.",REPUBLICAN,FALSE,684872,1130635
2016,ARKANSAS,"CLINTON, HILLARY",DEMOCRAT,FALSE,380494,1130635
2016,ARKANSAS,"JOHNSON, GARY",LIBERTARIAN,FALSE,29829,1130635
2016,ARKANSAS,"MCMULLIN, EVAN",OTHER,FALSE,13255,1130635
2016,ARKANSAS,"STEIN, JILL",OTHER,FALSE,9473,1130635
2016,ARKANSAS,"HEDGES, JIM",OTHER,FALSE,4709,1130635
2016,ARKANSAS,"CASTLE, DARRELL L.",OTHER,FALSE,4613,1130635
2016,ARKANSAS,"KAHN, LYNN S.",OTHER,FALSE,3390,1130635
2016,CALIFORNIA,"CLINTON, HILLARY",DEMOCRAT,FALSE,8753788,14181595
2016,CALIFORNIA,"TRUMP, DONALD J.",REPUBLICAN,FALSE,4483810,14181595
2016,CALIFORNIA,"JOHNSON, GARY",LIBERTARIAN,FALSE,478500,14181595
2016,CALIFORNIA,"STEIN, JILL",OTHER,FALSE,278657,14181595
2016,CALIFORNIA,,OTHER,TRUE,120739,14181595
2016,CALIFORNIA,"LA RIVA, GLORIA ESTELLA",OTHER,FALSE,66101,14181595
2016,COLORADO,"CLINTON, HILLARY",DEMOCRAT,FALSE,1338870,2780220
2016,COLORADO,"TRUMP, DONALD J.",REPUBLICAN,FALSE,1202484,2780220
2016,COLORADO,"JOHNSON, GARY",LIBERTARIAN,FALSE,144121,2780220
2016,COLORADO,"STEIN, JILL",OTHER,FALSE,38437,2780220
2016,COLORADO,SCATTERING,OTHER,FALSE,31485,2780220
2016,COLORADO,"CASTLE, DARRELL L.",OTHER,FALSE,11699,2780220
2016,COLORADO,"KENISTON, CHRIS",OTHER,FALSE,5028,2780220
2016,COLORADO,"DE LA FUENTE, ROQUE """"ROCKY""""",OTHER,FALSE,1255,2780220
2016,COLORADO,"KOPITKE, KYLE KENLEY",OTHER,FALSE,1096,2780220
2016,COLORADO,"MALDONADO, JOSEPH ALLEN",OTHER,FALSE,872,2780220
2016,COLORADO,"MATUREN, MICHAEL A.",OTHER,FALSE,862,2780220
2016,COLORADO,"SILVA, ROD",OTHER,FALSE,751,2780220
2016,COLORADO,"HOEFLING, TOM",OTHER,FALSE,710,2780220
2016,COLORADO,"LA RIVA, GLORIA ESTELLA",OTHER,FALSE,531,2780220
2016,COLORADO,"KENNEDY, ALYSON",OTHER,FALSE,452,2780220
2016,COLORADO,"KOTLIKOFF, LAURENCE",OTHER,FALSE,392,2780220
2016,COLORADO,"LYTTLE, BRADFORD",OTHER,FALSE,382,2780220
2016,COLORADO,"ATWOOD, FRANK",OTHER,FALSE,337,2780220
2016,COLORADO,"EMIDIO """"MIMI"""", SOLTYSIK",OTHER,FALSE,271,2780220
2016,COLORADO,"HEDGES, JAMES",OTHER,FALSE,185,2780220
2016,CONNECTICUT,"CLINTON, HILLARY",DEMOCRAT,FALSE,897572,1644920
2016,CONNECTICUT,"TRUMP, DONALD J.",REPUBLICAN,FALSE,673215,1644920
2016,CONNECTICUT,"JOHNSON, GARY",LIBERTARIAN,FALSE,48676,1644920
2016,CONNECTICUT,"STEIN, JILL",OTHER,FALSE,22841,1644920
2016,CONNECTICUT,,OTHER,TRUE,2616,1644920
2016,DELAWARE,"CLINTON, HILLARY",DEMOCRAT,FALSE,235603,441590
2016,DELAWARE,"TRUMP, DONALD J.",REPUBLICAN,FALSE,185127,441590
2016,DELAWARE,"JOHNSON, GARY",LIBERTARIAN,FALSE,14757,441590
2016,DELAWARE,"STEIN, JILL",OTHER,FALSE,6103,441590
2016,DISTRICT OF COLUMBIA,"CLINTON, HILLARY",DEMOCRAT,FALSE,282830,312575
2016,DISTRICT OF COLUMBIA,"TRUMP, DONALD J.",REPUBLICAN,FALSE,12723,312575
2016,DISTRICT OF COLUMBIA,,OTHER,TRUE,6551,312575
2016,DISTRICT OF COLUMBIA,"JOHNSON, GARY",LIBERTARIAN,FALSE,4906,312575
2016,DISTRICT OF COLUMBIA,"STEIN, JILL",OTHER,FALSE,4258,312575
2016,DISTRICT OF COLUMBIA,BLANK VOTE,OTHER,FALSE,1064,312575
2016,DISTRICT OF COLUMBIA,OVER VOTE,OTHER,FALSE,243,312575
2016,FLORIDA,"TRUMP, DONALD J.",REPUBLICAN,FALSE,4617886,9420039
2016,FLORIDA,"CLINTON, HILLARY",DEMOCRAT,FALSE,4504975,9420039
2016,FLORIDA,"JOHNSON, GARY",LIBERTARIAN,FALSE,207043,9420039
2016,FLORIDA,"STEIN, JILL",OTHER,FALSE,64399,9420039
2016,FLORIDA,"CASTLE, DARRELL L.",OTHER,FALSE,16475,9420039
2016,FLORIDA,"DE LA FUENTE, ROQUE """"ROCKY""""",OTHER,FALSE,9108,9420039
2016,FLORIDA,,OTHER,TRUE,153,9420039
2016,GEORGIA,"TRUMP, DONALD J.",REPUBLICAN,FALSE,2089104,4114732
2016,GEORGIA,"CLINTON, HILLARY",DEMOCRAT,FALSE,1877963,4114732
2016,GEORGIA,"JOHNSON, GARY",LIBERTARIAN,FALSE,125306,4114732
2016,GEORGIA,,OTHER,TRUE,22359,4114732
2016,HAWAII,"CLINTON, HILLARY",DEMOCRAT,FALSE,266891,437664
2016,HAWAII,"TRUMP, DONALD J.",REPUBLICAN,FALSE,128847,437664
2016,HAWAII,"JOHNSON, GARY",LIBERTARIAN,FALSE,15954,437664
2016,HAWAII,"STEIN, JILL",OTHER,FALSE,12737,437664
2016,HAWAII,BLANK VOTE,OTHER,FALSE,8289,437664
2016,HAWAII,"CASTLE, DARRELL L.",OTHER,FALSE,4508,437664
2016,HAWAII,OVER VOTE,OTHER,FALSE,438,437664
2016,IDAHO,"TRUMP, DONALD J.",REPUBLICAN,FALSE,409055,690255
2016,IDAHO,"CLINTON, HILLARY",DEMOCRAT,FALSE,189765,690255
2016,IDAHO,"MCMULLIN, EVAN",OTHER,FALSE,60748,690255
2016,IDAHO,"JOHNSON, GARY",LIBERTARIAN,FALSE,28331,690255
2016,IDAHO,"CASTLE, DARRELL L.",OTHER,FALSE,2356,690255
2016,ILLINOIS,"CLINTON, HILLARY",DEMOCRAT,FALSE,3090729,5536424
2016,ILLINOIS,"TRUMP, DONALD J.",REPUBLICAN,FALSE,2146015,5536424
2016,ILLINOIS,"JOHNSON, GARY",LIBERTARIAN,FALSE,209596,5536424
2016,ILLINOIS,"STEIN, JILL",OTHER,FALSE,76802,5536424
2016,ILLINOIS,,OTHER,TRUE,13282,5536424
2016,INDIANA,"TRUMP, DONALD J.",REPUBLICAN,FALSE,1557286,2734958
2016,INDIANA,"CLINTON, HILLARY",DEMOCRAT,FALSE,1033126,2734958
2016,INDIANA,"JOHNSON, GARY",LIBERTARIAN,FALSE,133993,2734958
2016,INDIANA,,OTHER,TRUE,7841,2734958
2016,INDIANA,"CASTLE, DARRELL L.",OTHER,TRUE,1937,2734958
2016,INDIANA,,OTHER,TRUE,718,2734958
2016,INDIANA,"EMIDIO """"MIMI"""", SOLTYSIK",OTHER,TRUE,57,2734958
2016,IOWA,"TRUMP, DONALD J.",REPUBLICAN,FALSE,800983,1565580
2016,IOWA,"CLINTON, HILLARY",DEMOCRAT,FALSE,653669,1565580
2016,IOWA,"JOHNSON, GARY",LIBERTARIAN,FALSE,59186,1565580
2016,IOWA,,OTHER,TRUE,17746,1565580
2016,IOWA,"MCMULLIN, EVAN",OTHER,FALSE,12366,1565580
2016,IOWA,"STEIN, JILL",OTHER,FALSE,11479,1565580
2016,IOWA,"CASTLE, DARRELL L.",OTHER,FALSE,5335,1565580
2016,IOWA,"KAHN, LYNN S.",OTHER,FALSE,2247,1565580
2016,IOWA,"VACEK, DAN",OTHER,FALSE,2246,1565580
2016,IOWA,"LA RIVA, GLORIA ESTELLA",OTHER,FALSE,323,1565580
2016,KANSAS,"TRUMP, DONALD J.",REPUBLICAN,FALSE,671018,1184402
2016,KANSAS,"CLINTON, HILLARY",DEMOCRAT,FALSE,427005,1184402
2016,KANSAS,"JOHNSON, GARY",LIBERTARIAN,FALSE,55406,1184402
2016,KANSAS,"STEIN, JILL",OTHER,FALSE,23506,1184402
2016,KANSAS,,OTHER,TRUE,7467,1184402
2016,KENTUCKY,"TRUMP, DONALD J.",REPUBLICAN,FALSE,1202971,1924149
2016,KENTUCKY,"CLINTON, HILLARY",DEMOCRAT,FALSE,628854,1924149
2016,KENTUCKY,"JOHNSON, GARY",LIBERTARIAN,FALSE,53752,1924149
2016,KENTUCKY,"MCMULLIN, EVAN",OTHER,FALSE,22780,1924149
2016,KENTUCKY,"STEIN, JILL",OTHER,FALSE,13913,1924149
2016,KENTUCKY,"DE LA FUENTE, ROQUE """"ROCKY""""",OTHER,FALSE,1128,1924149
2016,KENTUCKY,,OTHER,TRUE,751,1924149
2016,LOUISIANA,"TRUMP, DONALD J.",REPUBLICAN,FALSE,1178638,2029032
2016,LOUISIANA,"CLINTON, HILLARY",DEMOCRAT,FALSE,780154,2029032
2016,LOUISIANA,"JOHNSON, GARY",LIBERTARIAN,FALSE,37978,2029032
2016,LOUISIANA,OTHER,OTHER,FALSE,18231,2029032
2016,LOUISIANA,"STEIN, JILL",OTHER,FALSE,14031,2029032
2016,MAINE,"CLINTON, HILLARY",DEMOCRAT,FALSE,357735,771892
2016,MAINE,"TRUMP, DONALD J.",REPUBLICAN,FALSE,335593,771892
2016,MAINE,"JOHNSON, GARY",LIBERTARIAN,FALSE,38105,771892
2016,MAINE,BLANK VOTE,OTHER,FALSE,23965,771892
2016,MAINE,"STEIN, JILL",OTHER,FALSE,14251,771892
2016,MAINE,,OTHER,FALSE,2243,771892
2016,MARYLAND,"CLINTON, HILLARY",DEMOCRAT,FALSE,1677928,2781446
2016,MARYLAND,"TRUMP, DONALD J.",REPUBLICAN,FALSE,943169,2781446
2016,MARYLAND,"JOHNSON, GARY",LIBERTARIAN,FALSE,79605,2781446
2016,MARYLAND,"STEIN, JILL",OTHER,FALSE,35945,2781446
2016,MARYLAND,,OTHER,TRUE,33263,2781446
2016,MARYLAND,OTHER,OTHER,TRUE,10921,2781446
2016,MARYLAND,,OTHER,TRUE,278,2781446
2016,MARYLAND,"TRUMP, DONALD J.",REPUBLICAN,TRUE,259,2781446
2016,MARYLAND,"CLINTON, HILLARY",DEMOCRAT,TRUE,78,2781446
2016,MASSACHUSETTS,"CLINTON, HILLARY",DEMOCRAT,FALSE,1995196,3378821
2016,MASSACHUSETTS,"TRUMP, DONALD J.",REPUBLICAN,FALSE,1090893,3378821
2016,MASSACHUSETTS,"JOHNSON, GARY",LIBERTARIAN,FALSE,138018,3378821
2016,MASSACHUSETTS,BLANK VOTE,OTHER,FALSE,53775,3378821
2016,MASSACHUSETTS,OTHER,OTHER,FALSE,50488,3378821
2016,MASSACHUSETTS,"STEIN, JILL",OTHER,FALSE,47661,3378821
2016,MASSACHUSETTS,,OTHER,TRUE,2790,3378821
2016,MICHIGAN,"TRUMP, DONALD J.",REPUBLICAN,FALSE,2279543,4799284
2016,MICHIGAN,"CLINTON, HILLARY",DEMOCRAT,FALSE,2268839,4799284
2016,MICHIGAN,"JOHNSON, GARY",LIBERTARIAN,FALSE,172136,4799284
2016,MICHIGAN,"STEIN, JILL",OTHER,FALSE,51463,4799284
2016,MICHIGAN,"CASTLE, DARRELL L.",OTHER,FALSE,16139,4799284
2016,MICHIGAN,,OTHER,TRUE,8955,4799284
2016,MICHIGAN,"EMIDIO """"MIMI"""", SOLTYSIK",OTHER,FALSE,2209,4799284
2016,MINNESOTA,"CLINTON, HILLARY",DEMOCRAT,FALSE,1367705,2944782
2016,MINNESOTA,"TRUMP, DONALD J.",REPUBLICAN,FALSE,1322949,2944782
2016,MINNESOTA,"JOHNSON, GARY",LIBERTARIAN,FALSE,112972,2944782
2016,MINNESOTA,"MCMULLIN, EVAN",OTHER,FALSE,53075,2944782
2016,MINNESOTA,"STEIN, JILL",OTHER,FALSE,36986,2944782
2016,MINNESOTA,,OTHER,TRUE,27247,2944782
2016,MINNESOTA,"VACEK, DAN",OTHER,FALSE,11291,2944782
2016,MINNESOTA,"CASTLE, DARRELL L.",OTHER,FALSE,9456,2944782
2016,MINNESOTA,"KENNEDY, ALYSON",OTHER,FALSE,1671,2944782
2016,MINNESOTA,"DE LA FUENTE, ROQUE """"ROCKY""""",OTHER,FALSE,1430,2944782
2016,MISSISSIPPI,"TRUMP, DONALD J.",REPUBLICAN,FALSE,700714,1209357
2016,MISSISSIPPI,"CLINTON, HILLARY",DEMOCRAT,FALSE,485131,1209357
2016,MISSISSIPPI,"JOHNSON, GARY",LIBERTARIAN,FALSE,14435,1209357
2016,MISSISSIPPI,"CASTLE, DARRELL L.",OTHER,FALSE,3987,1209357
2016,MISSISSIPPI,"STEIN, JILL",OTHER,FALSE,3731,1209357
2016,MISSISSIPPI,"HEDGES, JAMES",OTHER,FALSE,715,1209357
2016,MISSISSIPPI,"DE LA FUENTE, ROQUE """"ROCKY""""",OTHER,FALSE,644,1209357
2016,MISSOURI,"TRUMP, DONALD J.",REPUBLICAN,FALSE,1594511,2808605
2016,MISSOURI,"CLINTON, HILLARY",DEMOCRAT,FALSE,1071068,2808605
2016,MISSOURI,"JOHNSON, GARY",LIBERTARIAN,FALSE,97359,2808605
2016,MISSOURI,"STEIN, JILL",OTHER,FALSE,25419,2808605
2016,MISSOURI,"CASTLE, DARRELL L.",OTHER,FALSE,13092,2808605
2016,MISSOURI,,OTHER,TRUE,7156,2808605
2016,MONTANA,"TRUMP, DONALD J.",REPUBLICAN,FALSE,279240,494526
2016,MONTANA,"CLINTON, HILLARY",DEMOCRAT,FALSE,177709,494526
2016,MONTANA,"JOHNSON, GARY",LIBERTARIAN,FALSE,28037,494526
2016,MONTANA,"STEIN, JILL",OTHER,FALSE,7970,494526
2016,MONTANA,"DE LA FUENTE, ROQUE """"ROCKY""""",OTHER,FALSE,1570,494526
2016,NEBRASKA,"TRUMP, DONALD J.",REPUBLICAN,FALSE,495961,844227
2016,NEBRASKA,"CLINTON, HILLARY",DEMOCRAT,FALSE,284494,844227
2016,NEBRASKA,"JOHNSON, GARY",LIBERTARIAN,FALSE,38946,844227
2016,NEBRASKA,,OTHER,TRUE,16051,844227
2016,NEBRASKA,"STEIN, JILL",OTHER,FALSE,8775,844227
2016,NEVADA,"CLINTON, HILLARY",DEMOCRAT,FALSE,539260,1125385
2016,NEVADA,"TRUMP, DONALD J.",REPUBLICAN,FALSE,512058,1125385
2016,NEVADA,"JOHNSON, GARY",LIBERTARIAN,FALSE,37384,1125385
2016,NEVADA,NONE OF THE ABOVE,OTHER,FALSE,28863,1125385
2016,NEVADA,"KOPITKE, KYLE KENLEY",OTHER,FALSE,5268,1125385
2016,NEVADA,"DE LA FUENTE, ROQUE """"ROCKY""""",OTHER,FALSE,2552,1125385
2016,NEW HAMPSHIRE,"CLINTON, HILLARY",DEMOCRAT,FALSE,348526,744296
2016,NEW HAMPSHIRE,"TRUMP, DONALD J.",REPUBLICAN,FALSE,345790,744296
2016,NEW HAMPSHIRE,"JOHNSON, GARY",LIBERTARIAN,FALSE,30777,744296
2016,NEW HAMPSHIRE,,OTHER,TRUE,9618,744296
2016,NEW HAMPSHIRE,"STEIN, JILL",OTHER,FALSE,6496,744296
2016,NEW HAMPSHIRE,SCATTERING,OTHER,TRUE,2411,744296
2016,NEW HAMPSHIRE,"DE LA FUENTE, ROQUE """"ROCKY""""",OTHER,FALSE,678,744296
2016,NEW JERSEY,"CLINTON, HILLARY",DEMOCRAT,FALSE,2148278,3874046
2016,NEW JERSEY,"TRUMP, DONALD J.",REPUBLICAN,FALSE,1601933,3874046
2016,NEW JERSEY,"JOHNSON, GARY",LIBERTARIAN,FALSE,72477,3874046
2016,NEW JERSEY,"STEIN, JILL",OTHER,FALSE,37772,3874046
2016,NEW JERSEY,"CASTLE, DARRELL L.",OTHER,FALSE,6161,3874046
2016,NEW JERSEY,"KENNEDY, ALYSON",OTHER,FALSE,2156,3874046
2016,NEW JERSEY,"DE LA FUENTE, ROQUE """"ROCKY""""",OTHER,FALSE,1838,3874046
2016,NEW JERSEY,"MOOREHEAD, MONICA",OTHER,FALSE,1749,3874046
2016,NEW JERSEY,"LA RIVA, GLORIA ESTELLA",OTHER,FALSE,1682,3874046
2016,NEW MEXICO,"CLINTON, HILLARY",DEMOCRAT,FALSE,385234,798319
2016,NEW MEXICO,"TRUMP, DONALD J.",REPUBLICAN,FALSE,319667,798319
2016,NEW MEXICO,"JOHNSON, GARY",LIBERTARIAN,FALSE,74541,798319
2016,NEW MEXICO,"STEIN, JILL",OTHER,FALSE,9879,798319
2016,NEW MEXICO,"MCMULLIN, EVAN",OTHER,FALSE,5825,798319
2016,NEW MEXICO,"CASTLE, DARRELL L.",OTHER,FALSE,1514,798319
2016,NEW MEXICO,"LA RIVA, GLORIA ESTELLA",OTHER,FALSE,1184,798319
2016,NEW MEXICO,"DE LA FUENTE, ROQUE """"ROCKY""""",OTHER,FALSE,475,798319
2016,NEW YORK,"CLINTON, HILLARY",DEMOCRAT,FALSE,4379789,7802084
2016,NEW YORK,"TRUMP, DONALD J.",REPUBLICAN,FALSE,2527142,7802084
2016,NEW YORK,"TRUMP, DONALD J.",OTHER,FALSE,292392,7802084
2016,NEW YORK,"CLINTON, HILLARY",OTHER,FALSE,140041,7802084
2016,NEW YORK,"JOHNSON, GARY",OTHER,FALSE,119156,7802084
2016,NEW YORK,"STEIN, JILL",OTHER,FALSE,107934,7802084
2016,NEW YORK,BLANK VOTE,OTHER,FALSE,77179,7802084
2016,NEW YORK,"JOHNSON, GARY",LIBERTARIAN,FALSE,57442,7802084
2016,NEW YORK,SCATTERING,OTHER,FALSE,48447,7802084
2016,NEW YORK,"CLINTON, HILLARY",OTHER,FALSE,36294,7802084
2016,NEW YORK,,OTHER,TRUE,12816,7802084
2016,NEW YORK,VOID VOTE,OTHER,FALSE,3452,7802084
2016,NORTH CAROLINA,"TRUMP, DONALD J.",REPUBLICAN,FALSE,2362631,4741564
2016,NORTH CAROLINA,"CLINTON, HILLARY",DEMOCRAT,FALSE,2189316,4741564
2016,NORTH CAROLINA,"JOHNSON, GARY",LIBERTARIAN,FALSE,130126,4741564
2016,NORTH CAROLINA,SCATTERING,OTHER,TRUE,47386,4741564
2016,NORTH CAROLINA,,OTHER,TRUE,12105,4741564
2016,NORTH DAKOTA,"TRUMP, DONALD J.",REPUBLICAN,FALSE,216794,344360
2016,NORTH DAKOTA,"CLINTON, HILLARY",DEMOCRAT,FALSE,93758,344360
2016,NORTH DAKOTA,"JOHNSON, GARY",LIBERTARIAN,FALSE,21434,344360
2016,NORTH DAKOTA,,OTHER,TRUE,6397,344360
2016,NORTH DAKOTA,"STEIN, JILL",OTHER,FALSE,3780,344360
2016,NORTH DAKOTA,"CASTLE, DARRELL L.",OTHER,FALSE,1833,344360
2016,NORTH DAKOTA,"DE LA FUENTE, ROQUE """"ROCKY""""",OTHER,FALSE,364,344360
2016,OHIO,"TRUMP, DONALD J.",REPUBLICAN,FALSE,2841005,5496487
2016,OHIO,"CLINTON, HILLARY",DEMOCRAT,FALSE,2394164,5496487
2016,OHIO,,OTHER,FALSE,198733,5496487
2016,OHIO,"STEIN, JILL",OTHER,FALSE,46271,5496487
2016,OHIO,,OTHER,TRUE,16314,5496487
2016,OKLAHOMA,"TRUMP, DONALD J.",REPUBLICAN,FALSE,949136,1452992
2016,OKLAHOMA,"CLINTON, HILLARY",DEMOCRAT,FALSE,420375,1452992
2016,OKLAHOMA,"JOHNSON, GARY",LIBERTARIAN,FALSE,83481,1452992
2016,OREGON,"CLINTON, HILLARY",DEMOCRAT,FALSE,1002106,2001336
2016,OREGON,"TRUMP, DONALD J.",REPUBLICAN,FALSE,782403,2001336
2016,OREGON,"JOHNSON, GARY",LIBERTARIAN,FALSE,94231,2001336
2016,OREGON,OTHER,OTHER,FALSE,72594,2001336
2016,OREGON,"STEIN, JILL",OTHER,FALSE,50002,2001336
2016,PENNSYLVANIA,"TRUMP, DONALD J.",REPUBLICAN,FALSE,2970733,6115402
2016,PENNSYLVANIA,"CLINTON, HILLARY",DEMOCRAT,FALSE,2926441,6115402
2016,PENNSYLVANIA,"JOHNSON, GARY",LIBERTARIAN,FALSE,146715,6115402
2016,PENNSYLVANIA,"STEIN, JILL",OTHER,FALSE,49941,6115402
2016,PENNSYLVANIA,"CASTLE, DARRELL L.",OTHER,FALSE,21572,6115402
2016,RHODE ISLAND,"CLINTON, HILLARY",DEMOCRAT,FALSE,252525,464144
2016,RHODE ISLAND,"TRUMP, DONALD J.",REPUBLICAN,FALSE,180543,464144
2016,RHODE ISLAND,"JOHNSON, GARY",LIBERTARIAN,FALSE,14746,464144
2016,RHODE ISLAND,,OTHER,TRUE,9439,464144
2016,RHODE ISLAND,"STEIN, JILL",OTHER,FALSE,6220,464144
2016,RHODE ISLAND,"DE LA FUENTE, ROQUE """"ROCKY""""",OTHER,FALSE,671,464144
2016,SOUTH CAROLINA,"TRUMP, DONALD J.",REPUBLICAN,FALSE,1155389,2103027
2016,SOUTH CAROLINA,"CLINTON, HILLARY",DEMOCRAT,FALSE,855373,2103027
2016,SOUTH CAROLINA,"JOHNSON, GARY",LIBERTARIAN,FALSE,49204,2103027
2016,SOUTH CAROLINA,"MCMULLIN, EVAN",OTHER,FALSE,21016,2103027
2016,SOUTH CAROLINA,"STEIN, JILL",OTHER,FALSE,13034,2103027
2016,SOUTH CAROLINA,"CASTLE, DARRELL L.",OTHER,FALSE,5765,2103027
2016,SOUTH CAROLINA,"SKEWES, PETER",OTHER,FALSE,3246,2103027
2016,SOUTH DAKOTA,"TRUMP, DONALD J.",REPUBLICAN,FALSE,227721,370093
2016,SOUTH DAKOTA,"CLINTON, HILLARY",DEMOCRAT,FALSE,117458,370093
2016,SOUTH DAKOTA,"JOHNSON, GARY",LIBERTARIAN,FALSE,20850,370093
2016,SOUTH DAKOTA,"CASTLE, DARRELL L.",OTHER,FALSE,4064,370093
2016,TENNESSEE,"TRUMP, DONALD J.",REPUBLICAN,FALSE,1522925,2508027
2016,TENNESSEE,"CLINTON, HILLARY",DEMOCRAT,FALSE,870695,2508027
2016,TENNESSEE,,OTHER,FALSE,100618,2508027
2016,TENNESSEE,,OTHER,TRUE,13789,2508027
2016,TEXAS,"TRUMP, DONALD J.",REPUBLICAN,FALSE,4685047,8969226
2016,TEXAS,"CLINTON, HILLARY",DEMOCRAT,FALSE,3877868,8969226
2016,TEXAS,"JOHNSON, GARY",LIBERTARIAN,FALSE,283492,8969226
2016,TEXAS,"STEIN, JILL",OTHER,FALSE,71558,8969226
2016,TEXAS,,OTHER,TRUE,51261,8969226
2016,UTAH,"TRUMP, DONALD J.",REPUBLICAN,FALSE,515211,1131317
2016,UTAH,"CLINTON, HILLARY",DEMOCRAT,FALSE,310674,1131317
2016,UTAH,"MCMULLIN, EVAN",OTHER,FALSE,255060,1131317
2016,UTAH,"JOHNSON, GARY",LIBERTARIAN,FALSE,39608,1131317
2016,UTAH,"CASTLE, DARRELL L.",OTHER,FALSE,8032,1131317
2016,UTAH,"KOPITKE, KYLE KENLEY",OTHER,FALSE,2732,1131317
2016,VERMONT,"CLINTON, HILLARY",DEMOCRAT,FALSE,178573,320467
2016,VERMONT,"TRUMP, DONALD J.",REPUBLICAN,FALSE,95369,320467
2016,VERMONT,,OTHER,TRUE,22899,320467
2016,VERMONT,"JOHNSON, GARY",LIBERTARIAN,FALSE,10078,320467
2016,VERMONT,"STEIN, JILL",OTHER,FALSE,6758,320467
2016,VERMONT,BLANK VOTE,OTHER,FALSE,4574,320467
2016,VERMONT,"DE LA FUENTE, ROQUE """"ROCKY""""",OTHER,FALSE,1063,320467
2016,VERMONT,VOID VOTE,OTHER,FALSE,826,320467
2016,VERMONT,"LA RIVA, GLORIA ESTELLA",OTHER,FALSE,327,320467
2016,VIRGINIA,"CLINTON, HILLARY",DEMOCRAT,FALSE,1981473,3982752
2016,VIRGINIA,"TRUMP, DONALD J.",REPUBLICAN,FALSE,1769443,3982752
2016,VIRGINIA,"JOHNSON, GARY",LIBERTARIAN,FALSE,118274,3982752
2016,VIRGINIA,"MCMULLIN, EVAN",OTHER,FALSE,54054,3982752
2016,VIRGINIA,,OTHER,TRUE,31870,3982752
2016,VIRGINIA,"STEIN, JILL",OTHER,FALSE,27638,3982752
2016,WASHINGTON,"CLINTON, HILLARY",DEMOCRAT,FALSE,1742718,3317019
2016,WASHINGTON,"TRUMP, DONALD J.",REPUBLICAN,FALSE,1221747,3317019
2016,WASHINGTON,"JOHNSON, GARY",LIBERTARIAN,FALSE,160879,3317019
2016,WASHINGTON,,OTHER,TRUE,107805,3317019
2016,WASHINGTON,"STEIN, JILL",OTHER,FALSE,58417,3317019
2016,WASHINGTON,"CASTLE, DARRELL L.",OTHER,FALSE,17623,3317019
2016,WASHINGTON,"KENNEDY, ALYSON",OTHER,FALSE,4307,3317019
2016,WASHINGTON,"LA RIVA, GLORIA ESTELLA",OTHER,FALSE,3523,3317019
2016,WEST VIRGINIA,"TRUMP, DONALD J.",REPUBLICAN,FALSE,489371,713051
2016,WEST VIRGINIA,"CLINTON, HILLARY",DEMOCRAT,FALSE,188794,713051
2016,WEST VIRGINIA,"JOHNSON, GARY",LIBERTARIAN,FALSE,23004,713051
2016,WEST VIRGINIA,"STEIN, JILL",OTHER,FALSE,8075,713051
2016,WEST VIRGINIA,"CASTLE, DARRELL L.",OTHER,FALSE,3807,713051
2016,WISCONSIN,"TRUMP, DONALD J.",REPUBLICAN,FALSE,1405284,2976150
2016,WISCONSIN,"CLINTON, HILLARY",DEMOCRAT,FALSE,1382536,2976150
2016,WISCONSIN,"JOHNSON, GARY",LIBERTARIAN,FALSE,106674,2976150
2016,WISCONSIN,"STEIN, JILL",OTHER,FALSE,31072,2976150
2016,WISCONSIN,SCATTERING,OTHER,FALSE,22764,2976150
2016,WISCONSIN,,OTHER,TRUE,12386,2976150
2016,WISCONSIN,"CASTLE, DARRELL L.",OTHER,FALSE,12162,2976150
2016,WISCONSIN,"MOOREHEAD, MONICA",OTHER,FALSE,1770,2976150
2016,WISCONSIN,"DE LA FUENTE, ROQUE """"ROCKY""""",OTHER,FALSE,1502,2976150
2016,WYOMING,"TRUMP, DONALD J.",REPUBLICAN,FALSE,174419,258788
2016,WYOMING,"CLINTON, HILLARY",DEMOCRAT,FALSE,55973,258788
2016,WYOMING,"JOHNSON, GARY",LIBERTARIAN,FALSE,13287,258788
2016,WYOMING,,OTHER,TRUE,6904,258788
2016,WYOMING,,OTHER,FALSE,3224,258788
2016,WYOMING,BLANK VOTE,OTHER,FALSE,2661,258788
2016,WYOMING,"CASTLE, DARRELL L.",OTHER,FALSE,2042,258788
2016,WYOMING,OVER VOTE,OTHER,FALSE,278,258788
2020,ALABAMA,"BIDEN, JOSEPH R. JR",DEMOCRAT,FALSE,849624,2323282
2020,ALABAMA,"TRUMP, DONALD J.",REPUBLICAN,FALSE,1441170,2323282
2020,ALABAMA,"JORGENSEN, JO",LIBERTARIAN,FALSE,25176,2323282
2020,ALABAMA,,OTHER,TRUE,7312,2323282
2020,ALASKA,"BIDEN, JOSEPH R. JR",DEMOCRAT,FALSE,153778,359530
2020,ALASKA,"TRUMP, DONALD J.",REPUBLICAN,FALSE,189951,359530
2020,ALASKA,"JORGENSEN, JO",LIBERTARIAN,FALSE,8897,359530
2020,ALASKA,"DE LA FUENTE, ROQUE """"ROCKY""""",OTHER,FALSE,318,359530
2020,ALASKA,"PIERCE, BROCK",OTHER,FALSE,825,359530
